alt           press         den           temp          eddy          H2Oaer        CO2aer        S8aer         H2SO4aer      NH3aer        N2Oaer        C2H2aer       C2H4aer       C2H6aer       CH3CNaer      HCCCNaer      HCNaer        CH4aer        HCaer1        HCaer2        HCaer3        He            H             H2            H2O           OH            O             O2            CO            CO2           HCO           H2CO          C             CH            CH2           CH3           CH4           S             S2            S3            S4            S8            H2S           HS            SO            SO2           CS            CS2           OCS           CN            HCN           N             N2            NH            NH2           NH3           C2            C2H           C2H2          C2H4          NO            HNO           HO2           HNCO          N2O           H2O2          O3            NO2           NO3           SO3           HNO2          HNO3          H2SO4         HCl           Cl            Cl2           HOCl          N2H4          ClO           C2H6          CH3OH         CH2CO         CH3CHO        C3H4          C3H6          C4H2          C4H4          OClO          HCS           C2H3          C2H5          NCO           1CH2          HCCO          NNH           HSO           CH3O          H2COH         H2CN          N2H2          C4H           HCNOH         C2H2OH        CH3CO         CH2CHO        C2H3OH        C2H4OH        CH3O2         HSO3          N2H3          NH2CO         HS4           C4H3          CH2N2         CH2CN         CH3CN         HCCCN         O1D           N2D           H2Oaer_r      CO2aer_r      S8aer_r       H2SO4aer_r    NH3aer_r      N2Oaer_r      C2H2aer_r     C2H4aer_r     C2H6aer_r     CH3CNaer_r    HCCCNaer_r    HCNaer_r      CH4aer_r      HCaer1_r      HCaer2_r      HCaer3_r      
2.45000E+001  2.89426E-002  9.48581E+017  2.20994E+002  7.73991E+003  1.00000E-040  1.00000E-040  1.00000E-040  6.04848E-010  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.10342E-026  1.00000E-040  1.00511E-040  3.92764E-019  5.17901E-007  4.74710E-005  3.60141E-012  4.47754E-012  2.12004E-001  9.74537E-009  3.64456E-004  2.39008E-021  4.33982E-011  1.00000E-040  1.00000E-040  2.21066E-029  8.42105E-018  1.27815E-006  4.98578E-024  1.00000E-040  1.00000E-040  1.00000E-040  4.40340E-037  8.87300E-019  3.31999E-020  2.01382E-017  1.08749E-012  1.00000E-040  1.00000E-040  1.81200E-010  2.20622E-040  1.07313E-015  3.33860E-025  7.87579E-001  2.38273E-027  2.85657E-028  1.00713E-023  1.00000E-040  1.00000E-040  3.09615E-028  3.68316E-023  5.30302E-010  5.64910E-016  4.18584E-011  1.71586E-020  2.01160E-007  8.26079E-010  3.75978E-006  1.41840E-009  1.25808E-012  3.20401E-018  1.25045E-010  1.54098E-008  2.13689E-012  1.65404E-015  5.16868E-020  6.63777E-027  8.73337E-017  1.00000E-040  8.33029E-010  3.44185E-020  1.12254E-015  3.30349E-023  5.18836E-023  6.85820E-040  1.28258E-040  1.00000E-040  1.00000E-040  1.53584E-014  1.00000E-040  7.40057E-037  8.48258E-024  1.81498E-026  2.76157E-031  1.11748E-033  7.84962E-034  4.15847E-016  4.03209E-017  3.10441E-013  4.58091E-031  1.94909E-040  1.00000E-040  3.74120E-020  7.41631E-039  9.11611E-024  1.61975E-030  1.18455E-021  1.45604E-024  8.20180E-013  3.99798E-023  1.00000E-040  3.86673E-022  1.00000E-040  1.00000E-040  1.17424E-022  1.00000E-040  1.52251E-029  1.00000E-040  3.41219E-018  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
2.55000E+001  2.48356E-002  8.10338E+017  2.21986E+002  8.74643E+003  1.00000E-040  1.00000E-040  1.00000E-040  5.52088E-010  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.12496E-026  1.00000E-040  1.00534E-040  6.17825E-019  5.02164E-007  4.76559E-005  4.81736E-012  7.29884E-012  2.12000E-001  9.58125E-009  3.64523E-004  3.25291E-021  4.61543E-011  1.00000E-040  1.00000E-040  4.63704E-029  1.30326E-017  1.18975E-006  9.14887E-024  5.07594E-027  1.00000E-040  1.00000E-040  4.40012E-037  7.91738E-019  3.31566E-020  3.13925E-017  1.44481E-012  1.00000E-040  1.00000E-040  1.47867E-010  3.80148E-040  1.21508E-015  9.81326E-025  7.87582E-001  3.17593E-027  2.40735E-028  6.03048E-024  1.00000E-040  1.00000E-040  4.51422E-028  5.14808E-023  6.76780E-010  5.72376E-016  5.07561E-011  1.94478E-020  1.87888E-007  9.39589E-010  4.32992E-006  1.81624E-009  1.49858E-012  6.73819E-018  1.35575E-010  1.65877E-008  2.95371E-012  7.19512E-016  4.73463E-020  5.79079E-027  9.79837E-017  1.00000E-040  8.32955E-010  5.58507E-020  1.73464E-015  4.93815E-023  8.74806E-023  7.12598E-040  1.90525E-040  1.00000E-040  1.00000E-040  1.80505E-014  2.22778E-040  1.39764E-036  1.17469E-023  3.19424E-026  5.89411E-031  2.16598E-033  1.15979E-033  4.25928E-016  5.13930E-017  2.89644E-013  1.21886E-030  1.80789E-040  1.00000E-040  4.24409E-020  1.38984E-038  1.22030E-023  1.96650E-030  1.18448E-021  1.67549E-024  8.30801E-013  6.32727E-023  1.00000E-040  4.34277E-022  1.00000E-040  1.00000E-040  1.82697E-022  1.00000E-040  1.79404E-029  1.00000E-040  5.31868E-018  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
2.65000E+001  2.13270E-002  6.92763E+017  2.22978E+002  9.76505E+003  1.00000E-040  1.00000E-040  1.00000E-040  4.88368E-010  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.14520E-026  1.00000E-040  1.00557E-040  9.85773E-019  4.84806E-007  4.78375E-005  6.53651E-012  1.17634E-011  2.11996E-001  9.39251E-009  3.64586E-004  4.48656E-021  4.91603E-011  1.00000E-040  1.00000E-040  9.94120E-029  2.03249E-017  1.10369E-006  1.59811E-023  5.57973E-027  1.73054E-032  1.97790E-031  4.39671E-037  6.90671E-019  3.34908E-020  4.92922E-017  1.83441E-012  1.00000E-040  1.00000E-040  1.16881E-010  6.58611E-040  1.36523E-015  2.71334E-024  7.87585E-001  4.25081E-027  1.93035E-028  3.45516E-024  1.00000E-040  1.00000E-040  6.70103E-028  7.31988E-023  8.78564E-010  5.99290E-016  6.05807E-011  2.21231E-020  1.74491E-007  1.02361E-009  4.91686E-006  2.33113E-009  1.74501E-012  1.36319E-017  1.49484E-010  1.75347E-008  4.10711E-012  3.84873E-016  4.40178E-020  5.15449E-027  1.10503E-016  1.00000E-040  8.32876E-010  9.02265E-020  2.69755E-015  7.60556E-023  1.47549E-022  7.48545E-040  2.93177E-040  1.00000E-040  1.00000E-040  2.10095E-014  6.13861E-040  2.72367E-036  1.65205E-023  5.47776E-026  1.28556E-030  4.12911E-033  1.73797E-033  4.32586E-016  6.60775E-017  2.68839E-013  3.23745E-030  1.76854E-040  1.00000E-040  4.85605E-020  2.68435E-038  1.69602E-023  2.47193E-030  1.18441E-021  1.99144E-024  8.33155E-013  9.65011E-023  1.00000E-040  4.83861E-022  1.00000E-040  1.00000E-040  2.90887E-022  1.00000E-040  2.12450E-029  1.00000E-040  8.27748E-018  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
2.75000E+001  1.83274E-002  5.92690E+017  2.23970E+002  1.09262E+004  1.00000E-040  1.00000E-040  1.00000E-040  4.14425E-010  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.16435E-026  1.00000E-040  1.00581E-040  1.59631E-018  4.65896E-007  4.80162E-005  8.99688E-012  1.87136E-011  2.11992E-001  9.16604E-009  3.64647E-004  6.25906E-021  5.22865E-011  1.00000E-040  1.00000E-040  2.17507E-028  3.18933E-017  1.01978E-006  2.64928E-023  4.19500E-027  1.00000E-040  1.00000E-040  4.39316E-037  5.88862E-019  3.42960E-020  7.68132E-017  2.20235E-012  2.23454E-040  1.00000E-040  8.89160E-011  1.14925E-039  1.52467E-015  7.08568E-024  7.87588E-001  5.72461E-027  1.49164E-028  1.94479E-024  1.00000E-040  1.00000E-040  1.01775E-027  1.06407E-022  1.16032E-009  6.49334E-016  7.09776E-011  2.53058E-020  1.61045E-007  1.06099E-009  5.49010E-006  2.99022E-009  1.97827E-012  2.62619E-017  1.67666E-010  1.81898E-008  5.72717E-012  2.30478E-016  4.16420E-020  4.68479E-027  1.25052E-016  1.00000E-040  8.32794E-010  1.45266E-019  4.21539E-015  1.19863E-022  2.48843E-022  7.97009E-040  4.69750E-040  1.00000E-040  1.00000E-040  2.41766E-014  1.61492E-039  5.50464E-036  2.36915E-023  9.18152E-026  2.86110E-030  7.77374E-033  2.64295E-033  4.35242E-016  8.55706E-017  2.48544E-013  8.38663E-030  1.91535E-040  1.00000E-040  5.61310E-020  5.36815E-038  2.44112E-023  3.24242E-030  1.18433E-021  2.46421E-024  8.26394E-013  1.40405E-022  1.00000E-040  5.35725E-022  1.00000E-040  1.00000E-040  4.73250E-022  1.00000E-040  2.52943E-029  1.00000E-040  1.28338E-017  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
2.85000E+001  1.57610E-002  5.07450E+017  2.24961E+002  1.22719E+004  1.00000E-040  1.00000E-040  1.00000E-040  3.31930E-010  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.18255E-026  1.00000E-040  1.00606E-040  2.62399E-018  4.45673E-007  4.81908E-005  1.25367E-011  2.93290E-011  2.11988E-001  8.89595E-009  3.64704E-004  8.79824E-021  5.53350E-011  1.00000E-040  1.00000E-040  4.83406E-028  5.02210E-017  9.38565E-007  4.14929E-023  3.16663E-027  1.00000E-040  1.00000E-040  4.38947E-037  4.93462E-019  3.57753E-020  1.16923E-016  2.48169E-012  6.80628E-040  1.00000E-040  6.47997E-011  2.01660E-039  1.69331E-015  1.74945E-023  7.87592E-001  7.74734E-027  1.14432E-028  1.11416E-024  1.00000E-040  1.00000E-040  1.58149E-027  1.58143E-022  1.55301E-009  7.25425E-016  8.15035E-011  2.90681E-020  1.47759E-007  1.04316E-009  6.00842E-006  3.80523E-009  2.17388E-012  4.77471E-017  1.90581E-010  1.84878E-008  8.00351E-012  1.45467E-016  4.02164E-020  4.34266E-027  1.41446E-016  1.00000E-040  8.32709E-010  2.32637E-019  6.59059E-015  1.91530E-022  4.18062E-022  8.62129E-040  7.83059E-040  1.00000E-040  1.00000E-040  2.74528E-014  4.02560E-039  1.15148E-035  3.46113E-023  1.51076E-025  6.46708E-030  1.44948E-032  4.07905E-033  4.33812E-016  1.11320E-016  2.29092E-013  2.09984E-029  2.40130E-040  1.00000E-040  6.54509E-020  1.10893E-037  3.61473E-023  4.44167E-030  1.18425E-021  3.17726E-024  8.12255E-013  1.93149E-022  1.00000E-040  5.89771E-022  1.00000E-040  1.00000E-040  7.82975E-022  1.00000E-040  3.02625E-029  1.00000E-040  1.97616E-017  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
2.95000E+001  1.35637E-002  4.34788E+017  2.25952E+002  1.33027E+004  1.00000E-040  1.00000E-040  1.00000E-040  2.44162E-010  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.19994E-026  1.00000E-040  1.00632E-040  4.37879E-018  4.24016E-007  4.83630E-005  1.76265E-011  4.53095E-011  2.11983E-001  8.57576E-009  3.64757E-004  1.23814E-020  5.79836E-011  1.00000E-040  1.00000E-040  1.08236E-027  7.89676E-017  8.59133E-007  6.06789E-023  2.14292E-027  1.00000E-040  1.00000E-040  4.38558E-037  4.07616E-019  3.79197E-020  1.70193E-016  2.60724E-012  1.95765E-039  1.00000E-040  4.47426E-011  3.55484E-039  1.87438E-015  4.08298E-023  7.87596E-001  1.05276E-026  8.88797E-029  6.63719E-025  1.00000E-040  1.00000E-040  2.52495E-027  2.41013E-022  2.09396E-009  8.26703E-016  9.18125E-011  3.35019E-020  1.34616E-007  9.75374E-010  6.43896E-006  4.76961E-009  2.31388E-012  8.11539E-017  2.18276E-010  1.84038E-008  1.12448E-011  9.39685E-017  3.96959E-020  4.09685E-027  1.59460E-016  1.00000E-040  8.32619E-010  3.72525E-019  1.02885E-014  3.09778E-022  7.02064E-022  9.51017E-040  1.35488E-039  1.00000E-040  1.00000E-040  3.07759E-014  9.35618E-039  2.49220E-035  5.16309E-023  2.45331E-025  1.47244E-029  2.70723E-032  6.39051E-033  4.24898E-016  1.44760E-016  2.10215E-013  5.03835E-029  3.54421E-040  1.00000E-040  7.68896E-020  2.36755E-037  5.49292E-023  6.36146E-030  1.18416E-021  4.26817E-024  7.92035E-013  2.48834E-022  1.00000E-040  6.46947E-022  1.00000E-040  1.00000E-040  1.30656E-021  1.00000E-040  3.64912E-029  1.00000E-040  3.01756E-017  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.05000E+001  1.16809E-002  3.72801E+017  2.26943E+002  1.46946E+004  1.00000E-040  1.00000E-040  1.00000E-040  1.55905E-010  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.21665E-026  1.00000E-040  1.00660E-040  7.43111E-018  4.00958E-007  4.85330E-005  2.49074E-011  6.90371E-011  2.11979E-001  8.20808E-009  3.64808E-004  1.73278E-020  5.99074E-011  1.00000E-040  1.00000E-040  2.41999E-027  1.23386E-016  7.81294E-007  8.18147E-023  1.26940E-027  1.00000E-040  1.00000E-040  4.38145E-037  3.33116E-019  4.07396E-020  2.32484E-016  2.53715E-012  5.17843E-039  1.00000E-040  2.89312E-011  6.27763E-039  2.07026E-015  9.01302E-023  7.87599E-001  1.43263E-026  7.05003E-029  4.14329E-025  1.00000E-040  1.00000E-040  4.14348E-027  3.76086E-022  2.82578E-009  9.50066E-016  1.01538E-010  3.86405E-020  1.21713E-007  8.70284E-010  6.75038E-006  5.84321E-009  2.38415E-012  1.27668E-016  2.50309E-010  1.79280E-008  1.58211E-011  6.16543E-017  4.00902E-020  3.92319E-027  1.78579E-016  1.00000E-040  8.32524E-010  5.97614E-019  1.59934E-014  5.05519E-022  1.17913E-021  1.07347E-039  2.41636E-039  1.00000E-040  1.00000E-040  3.40808E-014  1.99310E-038  5.55060E-035  7.84946E-023  3.94601E-025  3.34725E-029  5.10370E-032  1.01808E-032  4.04368E-016  1.87250E-016  1.91567E-013  1.15190E-028  6.12219E-040  1.00000E-040  9.07415E-020  5.20349E-037  8.52154E-023  9.49074E-030  1.18407E-021  5.94064E-024  7.67247E-013  2.97232E-022  1.00000E-040  7.07896E-022  1.00000E-040  1.00000E-040  2.17986E-021  1.00000E-040  4.44203E-029  1.00000E-040  4.55908E-017  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.15000E+001  1.00666E-002  3.19882E+017  2.27933E+002  1.63646E+004  1.00000E-040  1.00000E-040  1.00000E-040  7.02226E-011  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.23277E-026  1.00000E-040  1.00690E-040  1.28853E-017  3.77077E-007  4.86974E-005  3.52250E-011  1.03783E-010  2.11975E-001  7.81926E-009  3.64854E-004  2.40030E-020  6.09345E-011  1.00000E-040  1.00000E-040  5.36468E-027  1.91012E-016  7.06562E-007  1.01247E-022  6.53283E-028  1.00000E-040  1.00000E-040  4.37712E-037  2.71738E-019  4.45113E-020  2.95499E-016  2.28639E-012  1.23690E-038  1.00000E-040  1.74757E-011  1.10464E-038  2.27919E-015  1.88471E-022  7.87603E-001  1.93934E-026  5.70498E-029  2.70137E-025  1.00000E-040  1.50285E-040  6.95436E-027  5.96188E-022  3.79243E-009  1.09081E-015  1.10285E-010  4.43055E-020  1.09426E-007  7.44261E-010  6.91617E-006  6.94348E-009  2.37670E-012  1.85186E-016  2.85542E-010  1.70638E-008  2.21968E-011  4.13854E-017  4.14687E-020  3.80111E-027  1.97913E-016  1.00000E-040  8.32424E-010  9.56704E-019  2.46826E-014  8.26103E-022  1.97108E-021  1.24029E-039  4.39288E-039  1.00000E-040  1.00000E-040  3.72938E-014  3.86205E-038  1.25689E-034  1.20657E-022  6.28028E-025  7.54319E-029  9.72669E-032  1.65690E-032  3.71342E-016  2.40238E-016  1.73106E-013  2.50440E-028  1.21778E-039  1.00000E-040  1.06843E-019  1.16619E-036  1.33617E-022  1.46136E-029  1.18397E-021  8.46381E-024  7.40513E-013  3.27918E-022  1.00000E-040  7.71948E-022  1.00000E-040  1.00000E-040  3.61050E-021  1.00000E-040  5.44535E-029  1.00000E-040  6.79265E-017  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.25000E+001  8.68219E-003  2.74297E+017  2.29258E+002  1.77833E+004  1.00000E-040  1.00000E-040  1.00000E-040  4.75637E-029  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.25234E-026  1.00000E-040  1.00721E-040  2.31177E-017  3.52469E-007  4.88564E-005  4.96055E-011  1.54692E-010  2.11971E-001  7.45812E-009  3.64895E-004  3.29721E-020  6.13621E-011  1.00000E-040  1.00000E-040  1.18968E-026  2.95870E-016  6.34711E-007  1.14301E-022  2.89208E-028  1.00000E-040  1.00000E-040  4.37255E-037  2.19071E-019  4.85316E-020  3.44584E-016  1.91202E-012  2.64800E-038  1.00000E-040  9.76407E-012  2.00990E-038  2.50388E-015  3.70075E-022  7.87607E-001  2.60055E-026  4.63251E-029  1.80695E-025  1.00000E-040  4.15851E-040  1.21130E-026  9.65060E-022  5.04425E-009  1.23535E-015  1.18037E-010  5.04851E-020  9.78233E-008  6.13256E-010  6.91131E-006  8.01045E-009  2.31481E-012  2.56211E-016  3.21243E-010  1.58191E-008  3.02717E-011  2.90987E-017  4.46857E-020  3.74062E-027  2.14448E-016  1.00000E-040  8.32318E-010  1.54061E-018  3.82388E-014  1.36360E-021  3.32577E-021  1.47029E-039  8.51674E-039  1.00000E-040  1.00000E-040  4.02821E-014  6.86322E-038  2.90369E-034  1.88340E-022  9.90620E-025  1.70962E-028  1.93491E-031  2.87064E-032  3.17042E-016  3.04700E-016  1.53839E-013  5.17270E-028  2.78342E-039  1.00000E-040  1.19602E-019  2.66408E-036  2.12206E-022  2.33402E-029  1.18387E-021  1.22494E-023  7.17438E-013  3.30771E-022  1.00000E-040  8.39815E-022  1.00000E-040  1.00000E-040  6.00505E-021  1.00000E-040  6.73461E-029  1.05064E-040  9.94304E-017  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.35000E+001  7.49790E-003  2.34165E+017  2.31918E+002  1.94692E+004  1.00000E-040  1.00000E-040  1.00000E-040  6.66705E-029  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.28715E-026  1.00000E-040  1.00754E-040  4.39752E-017  3.27160E-007  4.90105E-005  6.89867E-011  2.31476E-010  2.11967E-001  7.18361E-009  3.64931E-004  4.56251E-020  6.24949E-011  1.00000E-040  1.00000E-040  2.74448E-026  4.75076E-016  5.65364E-007  1.17409E-022  1.10577E-028  1.00000E-040  1.00000E-040  4.36768E-037  1.68905E-019  5.00966E-020  3.59509E-016  1.48989E-012  5.14694E-038  1.00000E-040  4.98284E-012  4.22611E-038  2.74822E-015  6.61185E-022  7.87612E-001  3.47175E-026  3.73217E-029  1.21622E-025  1.00000E-040  1.16938E-039  2.22179E-026  1.60268E-021  6.61299E-009  1.34810E-015  1.26031E-010  5.80971E-020  8.69190E-008  4.93221E-010  6.70595E-006  9.05333E-009  2.26211E-012  3.73726E-016  3.49613E-010  1.41602E-008  3.54617E-011  2.25397E-017  5.25504E-020  3.79559E-027  2.20560E-016  1.00000E-040  8.32207E-010  2.51160E-018  6.06702E-014  2.30294E-021  5.80391E-021  1.79333E-039  2.00057E-038  1.00000E-040  1.00000E-040  4.27337E-014  1.16811E-037  6.88810E-034  2.99553E-022  1.57664E-024  4.11723E-028  4.25428E-031  5.89281E-032  2.33115E-016  3.81118E-016  1.32276E-013  1.01470E-027  7.22367E-039  1.00000E-040  1.12958E-019  6.06430E-036  3.41184E-022  3.84292E-029  1.18375E-021  1.75441E-023  7.14515E-013  2.97154E-022  1.00000E-040  9.12533E-022  1.00000E-040  1.00000E-040  1.04747E-020  1.00000E-040  8.41975E-029  1.74914E-040  1.42312E-016  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.45000E+001  6.48654E-003  2.00188E+017  2.34688E+002  2.14942E+004  1.00000E-040  1.00000E-040  1.00000E-040  1.51330E-028  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.32273E-026  1.00000E-040  1.00789E-040  8.60005E-017  3.01651E-007  4.91572E-005  9.46713E-011  3.42437E-010  2.11963E-001  6.91428E-009  3.64963E-004  6.15302E-020  6.25427E-011  1.00000E-040  1.04836E-040  6.11336E-026  7.46029E-016  4.99500E-007  1.08466E-022  3.50224E-029  1.00000E-040  1.00000E-040  4.36253E-037  1.24011E-019  4.91695E-020  3.39291E-016  1.06948E-012  8.34227E-038  1.00000E-040  2.31730E-012  8.80783E-038  3.01216E-015  1.12024E-021  7.87616E-001  4.54726E-026  3.02655E-029  8.29445E-026  1.00000E-040  3.13834E-039  4.04969E-026  2.63334E-021  8.49798E-009  1.42483E-015  1.32602E-010  6.57405E-020  7.68750E-008  3.88855E-010  6.38870E-006  9.83513E-009  2.15047E-012  4.96000E-016  3.72924E-010  1.23091E-008  3.85327E-011  1.82019E-017  6.29973E-020  3.84415E-027  2.22150E-016  1.00000E-040  8.32089E-010  4.04973E-018  9.44983E-014  3.84010E-021  9.99771E-021  2.25252E-039  4.61956E-038  1.00000E-040  1.00000E-040  4.49054E-014  1.75067E-037  1.59692E-033  4.70762E-022  2.45455E-024  9.58124E-028  9.31972E-031  1.25031E-031  1.57732E-016  4.65957E-016  1.11296E-013  1.86783E-027  2.01601E-038  1.00000E-040  1.04166E-019  1.34230E-035  5.40685E-022  6.23056E-029  1.18362E-021  2.45688E-023  7.06867E-013  2.41731E-022  1.00000E-040  9.89932E-022  1.00000E-040  1.00000E-040  1.76912E-020  1.00000E-040  1.06145E-028  2.95741E-040  1.98655E-016  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.55000E+001  5.62143E-003  1.71466E+017  2.37458E+002  2.36775E+004  1.00000E-040  1.00000E-040  1.00000E-040  3.61483E-028  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.35784E-026  1.00000E-040  1.00826E-040  1.72490E-016  2.76400E-007  4.92946E-005  1.28108E-010  5.03336E-010  2.11958E-001  6.61690E-009  3.64988E-004  8.07261E-020  6.14819E-011  1.00000E-040  3.65135E-040  1.30591E-025  1.14023E-015  4.37805E-007  9.04419E-023  9.10713E-030  1.00000E-040  1.00000E-040  4.35711E-037  8.70847E-020  4.56834E-020  2.89583E-016  7.07761E-013  1.12117E-037  1.00000E-040  9.81071E-013  1.79396E-037  3.29587E-015  1.80438E-021  7.87621E-001  5.86146E-026  2.51757E-029  5.74322E-026  1.00000E-040  7.87212E-039  7.15789E-026  4.19447E-021  1.06441E-008  1.44290E-015  1.38572E-010  7.33103E-020  6.77688E-008  3.06282E-010  6.02767E-006  1.02675E-008  2.00599E-012  5.92638E-016  3.88518E-010  1.04078E-008  4.02142E-011  1.49507E-017  7.59770E-020  3.87131E-027  2.21032E-016  1.00000E-040  8.31965E-010  6.39881E-018  1.43572E-013  6.24774E-021  1.68065E-020  2.90920E-039  1.00608E-037  1.00000E-040  1.00000E-040  4.70693E-014  2.30398E-037  3.53874E-033  7.19007E-022  3.74285E-024  2.13604E-027  1.99059E-030  2.71046E-031  9.87581E-017  5.56519E-016  9.18374E-014  3.20054E-027  5.94046E-038  1.00000E-040  9.54074E-020  2.82499E-035  8.31099E-022  9.65141E-029  1.18347E-021  3.28187E-023  6.93916E-013  1.78629E-022  1.00000E-040  1.07192E-021  1.00000E-040  1.00000E-040  2.87140E-020  1.00000E-040  1.34561E-028  4.96807E-040  2.72123E-016  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
